"","X","k","density","inf_prob","rec_rate","duration","max_I","max_prevalence","percep","p","H","beta1","beta2","beta3","betas","pbyH","Hurst","proportion","lstructure"
"201",1,8,0.25,0.2,0.4,20,9939,0.601925872093023,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2,8,0.25,0.2,0.4,19,9888,0.598837209302326,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",3,8,0.25,0.2,0.4,21,9871,0.59780765503876,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",4,8,0.25,0.2,0.4,24,9973,0.603984980620155,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",5,8,0.25,0.2,0.4,18,9888,0.598837209302326,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",6,8,0.25,0.2,0.4,20,9862,0.597262596899225,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",7,8,0.25,0.2,0.4,20,9877,0.598171027131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",8,8,0.25,0.2,0.4,22,9938,0.601865310077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",9,8,0.25,0.2,0.4,21,9852,0.596656976744186,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",10,8,0.25,0.2,0.4,23,9806,0.593871124031008,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",11,8,0.25,0.2,0.4,25,9963,0.603379360465116,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",12,8,0.25,0.2,0.4,23,9958,0.603076550387597,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",13,8,0.25,0.2,0.4,23,9919,0.600714631782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",14,8,0.25,0.2,0.4,24,9877,0.598171027131783,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",15,8,0.25,0.2,0.4,19,9969,0.603742732558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",16,8,0.25,0.2,0.4,18,9996,0.605377906976744,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",17,8,0.25,0.2,0.4,18,10028,0.607315891472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",18,8,0.25,0.2,0.4,20,9943,0.602168120155039,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",19,8,0.25,0.2,0.4,19,9899,0.599503391472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",20,8,0.25,0.2,0.4,19,9819,0.594658430232558,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",21,8,0.25,0.2,0.4,19,9974,0.604045542635659,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",22,8,0.25,0.2,0.4,22,9896,0.599321705426357,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",23,8,0.25,0.2,0.4,21,10044,0.60828488372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",24,8,0.25,0.2,0.4,20,9935,0.601683624031008,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",25,8,0.25,0.2,0.4,22,9965,0.603500484496124,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",26,8,0.25,0.2,0.4,21,9885,0.598655523255814,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",27,8,0.25,0.2,0.4,24,9943,0.602168120155039,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",28,8,0.25,0.2,0.4,24,9955,0.602894864341085,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",29,8,0.25,0.2,0.4,25,9937,0.601804748062015,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",30,8,0.25,0.2,0.4,17,9884,0.59859496124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",31,8,0.25,0.2,0.4,21,9938,0.601865310077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",32,8,0.25,0.2,0.4,19,10033,0.607618701550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",33,8,0.25,0.2,0.4,19,9834,0.595566860465116,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",34,8,0.25,0.2,0.4,17,9856,0.596899224806202,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",35,8,0.25,0.2,0.4,27,10050,0.608648255813954,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",36,8,0.25,0.2,0.4,19,9993,0.605196220930233,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",37,8,0.25,0.2,0.4,22,9883,0.598534399224806,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",38,8,0.25,0.2,0.4,23,9848,0.59641472868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",39,8,0.25,0.2,0.4,18,9955,0.602894864341085,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",40,8,0.25,0.2,0.4,20,9929,0.601320251937985,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",41,8,0.25,0.2,0.4,19,9948,0.602470930232558,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",42,8,0.25,0.2,0.4,22,9914,0.600411821705426,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",43,8,0.25,0.2,0.4,18,9833,0.595506298449612,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",44,8,0.25,0.2,0.4,23,9919,0.600714631782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",45,8,0.25,0.2,0.4,20,9970,0.603803294573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",46,8,0.25,0.2,0.4,20,9975,0.604106104651163,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",47,8,0.25,0.2,0.4,24,9873,0.597928779069767,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",48,8,0.25,0.2,0.4,18,9928,0.601259689922481,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",49,8,0.25,0.2,0.4,25,9928,0.601259689922481,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",50,8,0.25,0.2,0.4,23,9896,0.599321705426357,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",51,8,0.25,0.2,0.4,20,9956,0.602955426356589,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",52,8,0.25,0.2,0.4,18,9968,0.603682170542636,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",53,8,0.25,0.2,0.4,19,9978,0.604287790697674,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",54,8,0.25,0.2,0.4,19,9699,0.587390988372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",55,8,0.25,0.2,0.4,20,9868,0.597625968992248,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",56,8,0.25,0.2,0.4,18,9932,0.601501937984496,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",57,8,0.25,0.2,0.4,18,9892,0.599079457364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",58,8,0.25,0.2,0.4,19,9924,0.601017441860465,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",59,8,0.25,0.2,0.4,20,9951,0.60265261627907,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",60,8,0.25,0.2,0.4,19,9927,0.601199127906977,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",61,8,0.25,0.2,0.4,30,9817,0.59453730620155,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",62,8,0.25,0.2,0.4,17,9906,0.599927325581395,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",63,8,0.25,0.2,0.4,22,9874,0.597989341085271,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",64,8,0.25,0.2,0.4,20,9957,0.603015988372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",65,8,0.25,0.2,0.4,17,9969,0.603742732558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",66,8,0.25,0.2,0.4,19,9941,0.602046996124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",67,8,0.25,0.2,0.4,17,9908,0.600048449612403,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",68,8,0.25,0.2,0.4,19,9856,0.596899224806202,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",69,8,0.25,0.2,0.4,38,10033,0.607618701550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",70,8,0.25,0.2,0.4,21,9885,0.598655523255814,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",71,8,0.25,0.2,0.4,23,9915,0.60047238372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",72,8,0.25,0.2,0.4,20,9804,0.59375,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",73,8,0.25,0.2,0.4,20,9971,0.603863856589147,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",74,8,0.25,0.2,0.4,18,9914,0.600411821705426,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",75,8,0.25,0.2,0.4,21,9952,0.602713178294574,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",76,8,0.25,0.2,0.4,23,9893,0.599140019379845,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",77,8,0.25,0.2,0.4,23,10059,0.609193313953488,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",78,8,0.25,0.2,0.4,20,9849,0.596475290697674,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",79,8,0.25,0.2,0.4,26,9816,0.594476744186046,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",80,8,0.25,0.2,0.4,21,9864,0.597383720930233,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",81,8,0.25,0.2,0.4,20,9959,0.603137112403101,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",82,8,0.25,0.2,0.4,18,9904,0.599806201550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",83,8,0.25,0.2,0.4,19,9855,0.596838662790698,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",84,8,0.25,0.2,0.4,22,9970,0.603803294573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",85,8,0.25,0.2,0.4,18,9921,0.600835755813954,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",86,8,0.25,0.2,0.4,19,9807,0.593931686046512,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",87,8,0.25,0.2,0.4,21,9915,0.60047238372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",88,8,0.25,0.2,0.4,20,9969,0.603742732558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",89,8,0.25,0.2,0.4,18,9938,0.601865310077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",90,8,0.25,0.2,0.4,23,9792,0.593023255813954,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",91,8,0.25,0.2,0.4,24,9865,0.597444282945736,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",92,8,0.25,0.2,0.4,23,9883,0.598534399224806,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",93,8,0.25,0.2,0.4,19,9937,0.601804748062015,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",94,8,0.25,0.2,0.4,19,9953,0.602773740310077,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",95,8,0.25,0.2,0.4,25,10042,0.608163759689923,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",96,8,0.25,0.2,0.4,18,9858,0.597020348837209,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",97,8,0.25,0.2,0.4,17,9817,0.59453730620155,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",98,8,0.25,0.2,0.4,21,9887,0.598776647286822,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",99,8,0.25,0.2,0.4,18,9921,0.600835755813954,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",100,8,0.25,0.2,0.4,18,9872,0.597868217054264,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",1,8,0.5,0.2,0.1,109,29736,0.900436046511628,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2,8,0.5,0.2,0.1,94,29786,0.901950096899225,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",3,8,0.5,0.2,0.1,99,29753,0.900950823643411,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",4,8,0.5,0.2,0.1,89,29782,0.901828972868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",5,8,0.5,0.2,0.1,105,29705,0.899497335271318,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",6,8,0.5,0.2,0.1,109,29714,0.899769864341085,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",7,8,0.5,0.2,0.1,113,29846,0.903766957364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",8,8,0.5,0.2,0.1,107,29761,0.901193071705426,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",9,8,0.5,0.2,0.1,102,29713,0.899739583333333,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",10,8,0.5,0.2,0.1,114,29654,0.897953003875969,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",11,8,0.5,0.2,0.1,120,29771,0.901495881782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",12,8,0.5,0.2,0.1,110,29718,0.899890988372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",13,8,0.5,0.2,0.1,91,29741,0.900587451550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",14,8,0.5,0.2,0.1,96,29735,0.900405765503876,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",15,8,0.5,0.2,0.1,93,29737,0.90046632751938,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",16,8,0.5,0.2,0.1,96,29789,0.902040939922481,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",17,8,0.5,0.2,0.1,100,29779,0.901738129844961,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",18,8,0.5,0.2,0.1,101,29662,0.898195251937985,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",19,8,0.5,0.2,0.1,100,29655,0.897983284883721,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",20,8,0.5,0.2,0.1,90,29710,0.899648740310077,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",21,8,0.5,0.2,0.1,95,29762,0.901223352713178,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",22,8,0.5,0.2,0.1,104,29789,0.902040939922481,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",23,8,0.5,0.2,0.1,93,29779,0.901738129844961,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",24,8,0.5,0.2,0.1,117,29717,0.899860707364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",25,8,0.5,0.2,0.1,101,29784,0.901889534883721,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",26,8,0.5,0.2,0.1,101,29707,0.899557897286822,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",27,8,0.5,0.2,0.1,111,29749,0.900829699612403,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",28,8,0.5,0.2,0.1,89,29846,0.903766957364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",29,8,0.5,0.2,0.1,108,29809,0.902646560077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",30,8,0.5,0.2,0.1,129,29719,0.899921269379845,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",31,8,0.5,0.2,0.1,100,29801,0.902404312015504,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",32,8,0.5,0.2,0.1,104,29699,0.899315649224806,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",33,8,0.5,0.2,0.1,105,29657,0.898043846899225,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",34,8,0.5,0.2,0.1,100,29638,0.897468507751938,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",35,8,0.5,0.2,0.1,110,29728,0.900193798449612,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",36,8,0.5,0.2,0.1,103,29754,0.900981104651163,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",37,8,0.5,0.2,0.1,114,29676,0.898619186046512,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",38,8,0.5,0.2,0.1,109,29746,0.900738856589147,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",39,8,0.5,0.2,0.1,130,29602,0.896378391472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",40,8,0.5,0.2,0.1,91,29593,0.896105862403101,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",41,8,0.5,0.2,0.1,125,29739,0.900526889534884,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",42,8,0.5,0.2,0.1,90,29792,0.902131782945736,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",43,8,0.5,0.2,0.1,112,29777,0.901677567829457,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",44,8,0.5,0.2,0.1,121,29738,0.900496608527132,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",45,8,0.5,0.2,0.1,118,29792,0.902131782945736,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",46,8,0.5,0.2,0.1,95,29680,0.898740310077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",47,8,0.5,0.2,0.1,107,29749,0.900829699612403,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",48,8,0.5,0.2,0.1,95,29721,0.899981831395349,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",49,8,0.5,0.2,0.1,104,29703,0.899436773255814,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",50,8,0.5,0.2,0.1,101,29661,0.898164970930233,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",51,8,0.5,0.2,0.1,95,29745,0.900708575581395,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",52,8,0.5,0.2,0.1,103,29779,0.901738129844961,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",53,8,0.5,0.2,0.1,116,29743,0.900648013565892,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",54,8,0.5,0.2,0.1,94,29756,0.901041666666667,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",55,8,0.5,0.2,0.1,98,29800,0.902374031007752,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",56,8,0.5,0.2,0.1,115,29748,0.900799418604651,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",57,8,0.5,0.2,0.1,88,29671,0.898467781007752,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",58,8,0.5,0.2,0.1,105,29686,0.898921996124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",59,8,0.5,0.2,0.1,110,29692,0.899103682170543,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",60,8,0.5,0.2,0.1,96,29801,0.902404312015504,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",61,8,0.5,0.2,0.1,96,29619,0.896893168604651,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",62,8,0.5,0.2,0.1,124,29649,0.897801598837209,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",63,8,0.5,0.2,0.1,97,29662,0.898195251937985,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",64,8,0.5,0.2,0.1,108,29653,0.897922722868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",65,8,0.5,0.2,0.1,104,29774,0.901586724806202,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",66,8,0.5,0.2,0.1,95,29800,0.902374031007752,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",67,8,0.5,0.2,0.1,124,29633,0.897317102713178,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",68,8,0.5,0.2,0.1,88,29714,0.899769864341085,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",69,8,0.5,0.2,0.1,113,29693,0.899133963178295,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",70,8,0.5,0.2,0.1,118,29745,0.900708575581395,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",71,8,0.5,0.2,0.1,100,29708,0.899588178294574,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",72,8,0.5,0.2,0.1,97,29675,0.89858890503876,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",73,8,0.5,0.2,0.1,100,29731,0.900284641472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",74,8,0.5,0.2,0.1,104,29714,0.899769864341085,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",75,8,0.5,0.2,0.1,114,29742,0.900617732558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",76,8,0.5,0.2,0.1,124,29730,0.900254360465116,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",77,8,0.5,0.2,0.1,148,29610,0.896620639534884,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",78,8,0.5,0.2,0.1,91,29686,0.898921996124031,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",79,8,0.5,0.2,0.1,94,29900,0.905402131782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",80,8,0.5,0.2,0.1,92,29721,0.899981831395349,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",81,8,0.5,0.2,0.1,109,29771,0.901495881782946,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",82,8,0.5,0.2,0.1,117,29691,0.899073401162791,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",83,8,0.5,0.2,0.1,83,29787,0.901980377906977,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",84,8,0.5,0.2,0.1,104,29728,0.900193798449612,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",85,8,0.5,0.2,0.1,95,29809,0.902646560077519,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",86,8,0.5,0.2,0.1,113,29766,0.901344476744186,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",87,8,0.5,0.2,0.1,118,29653,0.897922722868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",88,8,0.5,0.2,0.1,110,29760,0.901162790697674,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",89,8,0.5,0.2,0.1,118,29739,0.900526889534884,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",90,8,0.5,0.2,0.1,98,29702,0.899406492248062,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",91,8,0.5,0.2,0.1,104,29725,0.900102955426357,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",92,8,0.5,0.2,0.1,118,29524,0.894016472868217,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",93,8,0.5,0.2,0.1,96,29717,0.899860707364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",94,8,0.5,0.2,0.1,88,29699,0.899315649224806,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",95,8,0.5,0.2,0.1,95,29718,0.899890988372093,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",96,8,0.5,0.2,0.1,119,29662,0.898195251937985,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",97,8,0.5,0.2,0.1,88,29717,0.899860707364341,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",98,8,0.5,0.2,0.1,87,29726,0.900133236434108,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",99,8,0.5,0.2,0.1,100,29713,0.899739583333333,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",100,8,0.5,0.2,0.1,131,29715,0.899800145348837,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1,8,0.5,0.2,0.2,50,26517,0.802961482558139,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2,8,0.5,0.2,0.2,54,26487,0.802053052325581,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",3,8,0.5,0.2,0.2,53,26399,0.799388323643411,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",4,8,0.5,0.2,0.2,44,26390,0.799115794573643,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",5,8,0.5,0.2,0.2,53,26483,0.801931928294574,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",6,8,0.5,0.2,0.2,40,26387,0.799024951550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",7,8,0.5,0.2,0.2,49,26506,0.802628391472868,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",8,8,0.5,0.2,0.2,48,26366,0.798389050387597,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",9,8,0.5,0.2,0.2,50,26387,0.799024951550388,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",10,8,0.5,0.2,0.2,51,26551,0.803991036821705,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",11,8,0.5,0.2,0.2,51,26574,0.8046875,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",12,8,0.5,0.2,0.2,46,26513,0.802840358527132,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",13,8,0.5,0.2,0.2,48,26474,0.801659399224806,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",14,8,0.5,0.2,0.2,49,26448,0.800872093023256,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
